"","GLOBAL.UNIQUE.IDENTIFIER","LAST.EDITED.DATE","TAXONOMIC.ORDER","CATEGORY","TAXON.CONCEPT.ID","COMMON.NAME","SCIENTIFIC.NAME","SUBSPECIES.COMMON.NAME","SUBSPECIES.SCIENTIFIC.NAME","EXOTIC.CODE","OBSERVATION.COUNT","BREEDING.CODE","BREEDING.CATEGORY","BEHAVIOR.CODE","AGE.SEX","COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE","IBA.CODE","BCR.CODE","USFWS.CODE","ATLAS.BLOCK","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","LATITUDE","LONGITUDE","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","PROJECT.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","REASON","TRIP.COMMENTS","SPECIES.COMMENTS","ID","NSPECIES","Vireo_gracilirostris"
"2196","URN:CornellLabOfOrnithology:EBIRD:OBS1443327438","2022-05-26 17:47:38.250853",5267,"species","avibase-65A6922D","Ash-throated Crake","Mustelirallus albicollis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Refúgio Ecológico Charles Darwin","L19280579","H",-7.8147804,-34.9534228,"2003-03-23","","obsr168048","S111358444","Historical","P62","EBIRD_BRA",NA,NA,NA,2,1,"G8459125",0,1,0,"","","",97,51,0
"2197","URN:CornellLabOfOrnithology:EBIRD:OBS1443670576","2022-05-27 07:08:20.387382",5267,"species","avibase-65A6922D","Ash-throated Crake","Mustelirallus albicollis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra do Sirinhaém--Mariaçu","L17994939","H",-8.6720348,-35.0919771,"2003-03-16","","obsr605308","S111388087","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",98,34,0
"2198","URN:CornellLabOfOrnithology:EBIRD:OBS1442820234","2022-05-26 17:47:38.250853",5267,"species","avibase-65A6922D","Ash-throated Crake","Mustelirallus albicollis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Refúgio Ecológico Charles Darwin","L19280579","H",-7.8147804,-34.9534228,"2003-03-23","","obsr605308","S111310623","Historical","P62","EBIRD_BRA",NA,NA,NA,2,1,"G8459125",0,1,0,"","","",99,51,0
"2199","URN:CornellLabOfOrnithology:EBIRD:OBS1442816878","2022-05-26 17:47:38.524784",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2003-03-08","","obsr605308","S111309929","Historical","P62","EBIRD",NA,NA,NA,3,1,"G8459126",0,1,0,"","","",100,31,0
"2202","URN:CornellLabOfOrnithology:EBIRD:OBS1443327469","2022-05-26 17:47:38.524784",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2003-03-08","","obsr168048","S111358446","Historical","P62","EBIRD",NA,NA,NA,3,1,"G8459126",0,1,0,"","","",101,31,0
"2394","URN:CornellLabOfOrnithology:EBIRD:OBS1443673716","2022-05-27 07:15:51.035588",11494,"species","avibase-20C2214E","American Kestrel","Falco sparverius","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra de Sirinhaém -- Sítio Mãe da Lua","L18042793","P",-8.6695486,-35.0827491,"2003-04-07","","obsr605308","S111388414","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",102,36,0
"2395","URN:CornellLabOfOrnithology:EBIRD:OBS1446508479","2022-05-29 21:45:58.78831",5267,"species","avibase-65A6922D","Ash-throated Crake","Mustelirallus albicollis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Sítio Nossa Senhora de Lourdes, São Lourenço da Mata","L19357292","P",-8.0083871,-35.0730255,"2003-04-27","","obsr168048","S111668899","Historical","P62","EBIRD",NA,NA,NA,2,1,"G8477759",0,1,0,"","","",103,74,0
"2396","URN:CornellLabOfOrnithology:EBIRD:OBS1446410798","2022-05-29 21:45:58.78831",5267,"species","avibase-65A6922D","Ash-throated Crake","Mustelirallus albicollis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Sítio Nossa Senhora de Lourdes, São Lourenço da Mata","L19357292","P",-8.0083871,-35.0730255,"2003-04-27","","obsr605308","S111660238","Historical","P62","EBIRD",NA,NA,NA,2,1,"G8477759",0,1,0,"","","",104,74,0
"2397","URN:CornellLabOfOrnithology:EBIRD:OBS1443957683","2022-05-27 13:37:26.181144",5267,"species","avibase-65A6922D","Ash-throated Crake","Mustelirallus albicollis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra do Sirinhaém--Mariaçu","L17994939","H",-8.6720348,-35.0919771,"2003-04-19","","obsr605308","S111416969","Historical","P62","EBIRD_BRA",NA,NA,NA,2,1,"",0,1,0,"","","",105,44,0
"2401","URN:CornellLabOfOrnithology:EBIRD:OBS1443504368","2022-05-26 21:56:53.887196",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2003-04-12","","obsr168048","S111375358","Historical","P62","EBIRD_BRA",NA,NA,NA,2,1,"G8459807",0,1,0,"","","",106,45,0
"2402","URN:CornellLabOfOrnithology:EBIRD:OBS1442833411","2022-05-26 18:13:12.68228",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Refúgio Ecológico Charles Darwin","L19280579","H",-7.8147804,-34.9534228,"2003-04-13","","obsr605308","S111311494","Historical","P62","EBIRD_BRA",NA,NA,NA,2,1,"G8459269",0,1,0,"","","",107,34,0
"2404","URN:CornellLabOfOrnithology:EBIRD:OBS1442825487","2022-05-26 20:35:22.573246",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2003-04-12","","obsr605308","S111311093","Historical","P62","EBIRD_BRA",NA,NA,NA,2,1,"G8459807",0,1,0,"","","",108,45,0
"2405","URN:CornellLabOfOrnithology:EBIRD:OBS1443347957","2022-05-26 18:13:12.68228",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Refúgio Ecológico Charles Darwin","L19280579","H",-7.8147804,-34.9534228,"2003-04-13","","obsr168048","S111360385","Historical","P62","EBIRD_BRA",NA,NA,NA,2,1,"G8459269",0,1,0,"","","",109,34,0
"2780","URN:CornellLabOfOrnithology:EBIRD:OBS1446508409","2022-05-29 21:45:58.383658",11494,"species","avibase-20C2214E","American Kestrel","Falco sparverius","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra do Sirinhaém--Mariaçu","L17994939","H",-8.6720348,-35.0919771,"2003-05-24","","obsr168048","S111668898","Historical","P62","EBIRD",NA,NA,NA,2,1,"G8477758",0,1,0,"","","",110,55,0
"2781","URN:CornellLabOfOrnithology:EBIRD:OBS1446434213","2022-05-29 21:45:58.383658",11494,"species","avibase-20C2214E","American Kestrel","Falco sparverius","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra do Sirinhaém--Mariaçu","L17994939","H",-8.6720348,-35.0919771,"2003-05-24","","obsr605308","S111661795","Historical","P62","EBIRD",NA,NA,NA,2,1,"G8477758",0,1,0,"","","",111,55,0
"2782","URN:CornellLabOfOrnithology:EBIRD:OBS1003080571","2020-10-26 21:41:23",11555,"species","avibase-5EC5BE3F","Aplomado Falcon","Falco femoralis","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"NE Recife Gen","L12601426","P",-8.0477806,-34.8747121,"2003-05-24","","obsr252119","S75467758","Historical","P62","EBIRD",NA,NA,NA,2,1,"",0,1,0,"","","",112,29,0
"2785","URN:CornellLabOfOrnithology:EBIRD:OBS1442849847","2022-05-26 08:02:13.04707",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Treze de Maio","L9657898","H",-8.0576369,-34.8811994,"2003-05-08","","obsr605308","S111313840","Historical","P62","EBIRD_BRA",NA,NA,NA,2,1,"",0,1,0,"","","",113,16,0
"2788","URN:CornellLabOfOrnithology:EBIRD:OBS1442849869","2022-05-26 08:06:17.169409",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2003-05-11","","obsr605308","S111314061","Historical","P62","EBIRD_BRA",NA,NA,NA,2,1,"",0,1,0,"","","",114,16,0
"2796","URN:CornellLabOfOrnithology:EBIRD:OBS1003083890","2020-10-26 21:52:42",7412,"species","avibase-4FF7DE80","Black Vulture","Coragyps atratus","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"NE Recife Gen","L12601426","P",-8.0477806,-34.8747121,"2003-05-26","","obsr252119","S75468000","Historical","P62","EBIRD",NA,NA,NA,2,1,"",0,1,0,"","","",115,9,0
"2804","URN:CornellLabOfOrnithology:EBIRD:OBS1003082491","2021-08-10 09:55:31.134205",23207,"species","avibase-9BC43968","Brown-chested Martin","Progne tapera","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"NE Recife Gen","L12601426","P",-8.0477806,-34.8747121,"2003-05-25","","obsr252119","S75467912","Historical","P62","EBIRD",NA,NA,NA,2,1,"",0,1,0,"","","",116,30,0
"2834","URN:CornellLabOfOrnithology:EBIRD:OBS1442858688","2022-05-26 08:18:23.048398",8602,"species","avibase-40EB82DA","Ferruginous Pygmy-Owl","Glaucidium brasilianum","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2003-05-05","19:00:00","obsr605308","S111314754","Incidental","P20","EBIRD_BRA",NA,NA,NA,15,0,"",0,1,0,"","","",117,1,0
"2991","URN:CornellLabOfOrnithology:EBIRD:OBS1446718181","2022-05-30 07:32:28.523695",11494,"species","avibase-20C2214E","American Kestrel","Falco sparverius","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra de Sirinhaém -- Sítio Mãe da Lua","L18042793","P",-8.6695486,-35.0827491,"2003-06-15","","obsr605308","S111686424","Historical","P62","EBIRD",NA,NA,NA,2,1,"",0,1,0,"","","",118,29,0
"2992","URN:CornellLabOfOrnithology:EBIRD:OBS1443448221","2022-05-26 20:35:22.415793",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2003-06-01","","obsr168048","S111370458","Historical","P62","EBIRD_BRA",NA,NA,NA,3,1,"G8459806",0,1,0,"","","",119,40,0
"2994","URN:CornellLabOfOrnithology:EBIRD:OBS1442869170","2022-05-26 18:13:12.523579",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Refúgio Ecológico Charles Darwin","L19280579","H",-7.8147804,-34.9534228,"2003-06-23","","obsr605308","S111315843","Historical","P62","EBIRD_BRA",NA,NA,NA,3,1,"G8459267",0,1,0,"","","",120,43,0
"2995","URN:CornellLabOfOrnithology:EBIRD:OBS1443347874","2022-05-26 18:13:12.523579",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Refúgio Ecológico Charles Darwin","L19280579","H",-7.8147804,-34.9534228,"2003-06-23","","obsr168048","S111360382","Historical","P62","EBIRD_BRA",NA,NA,NA,3,1,"G8459267",0,1,0,"","","",121,43,0
"2996","URN:CornellLabOfOrnithology:EBIRD:OBS1442846556","2022-06-09 16:00:51.098619",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2003-06-01","","obsr605308","S111314583","Historical","P62","EBIRD_BRA",NA,NA,NA,3,1,"G8459806",0,1,0,"","","",122,40,0
"3003","URN:CornellLabOfOrnithology:EBIRD:OBS1443347928","2022-05-26 18:13:12.61435",15053,"species","avibase-F9CEDB91","Blue-backed Manakin","Chiroxiphia pareola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2003-06-22","","obsr168048","S111360383","Historical","P62","EBIRD_BRA",NA,NA,NA,2,1,"G8459268",0,1,0,"","","",123,20,0
"3004","URN:CornellLabOfOrnithology:EBIRD:OBS1442873294","2022-05-26 18:13:12.61435",15053,"species","avibase-F9CEDB91","Blue-backed Manakin","Chiroxiphia pareola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2003-06-22","","obsr605308","S111315230","Historical","P62","EBIRD_BRA",NA,NA,NA,2,1,"G8459268",0,1,0,"","","",124,20,0
"3226","URN:CornellLabOfOrnithology:EBIRD:OBS1446726240","2022-05-30 07:41:16.99304",5267,"species","avibase-65A6922D","Ash-throated Crake","Mustelirallus albicollis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Sítio Mãe da Lua, Sirinhaém-PE","L17984579","P",-8.6692793,-35.0829268,"2003-07-06","","obsr605308","S111687014","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",125,34,0
"3227","URN:CornellLabOfOrnithology:EBIRD:OBS1442869183","2022-05-26 08:40:58.418851",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Praça da República","L4432211","P",-8.0609293,-34.8774102,"2003-07-22","","obsr605308","S111316153","Historical","P62","EBIRD_BRA",NA,NA,NA,1,1,"",0,1,0,"","","",126,13,0
"3275","URN:CornellLabOfOrnithology:EBIRD:OBS1446769692","2022-05-30 08:37:02.178042",5267,"species","avibase-65A6922D","Ash-throated Crake","Mustelirallus albicollis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra do Sirinhaém--Mariaçu","L17994939","H",-8.6720348,-35.0919771,"2003-08-03","","obsr605308","S111691482","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",128,38,0
"3276","URN:CornellLabOfOrnithology:EBIRD:OBS1446817680","2022-05-30 09:29:46.530982",5267,"species","avibase-65A6922D","Ash-throated Crake","Mustelirallus albicollis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra do Sirinhaém--Sítio Mãe da Lua","L18042779","P",-8.6695713,-35.0833852,"2003-08-25","","obsr605308","S111696838","Historical","P62","EBIRD_BRA",NA,NA,NA,1,1,"",0,1,0,"","","",129,30,0
"3343","URN:CornellLabOfOrnithology:EBIRD:OBS136758898","2021-08-04 23:08:00.128761",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Pernambuco, Usina Trapiche 5 - 11 am","L1383911","P",-8.5750278,-35.1244677,"2003-09-21","","obsr235798","S9634857","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",130,57,0
"3344","URN:CornellLabOfOrnithology:EBIRD:OBS136758505","2022-04-06 19:00:01.880603",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Pernambuco, Dois Irmaos Reserve 6 - 8 am","L1383905","P",-8.0101389,-34.9482572,"2003-09-20","","obsr235798","S9634841","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",131,28,0
"3345","URN:CornellLabOfOrnithology:EBIRD:OBS136758529","2021-03-25 04:52:06.254761",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Pernambuco, Usina Trapiche 4 - 8 pm","L1383909","P",-8.6082958,-35.1656664,"2003-09-20","","obsr235798","S9634842","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",132,20,0
"3464","URN:CornellLabOfOrnithology:EBIRD:OBS1446868717","2022-05-30 10:21:20.559248",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra de Sirinhaém -- Sítio Mãe da Lua","L18042793","P",-8.6695486,-35.0827491,"2003-10-10","","obsr605308","S111702588","Historical","P62","EBIRD_BRA",NA,NA,NA,1,1,"",0,1,0,"","","",135,37,0
"3465","URN:CornellLabOfOrnithology:EBIRD:OBS1447044374","2022-05-30 12:55:27.874708",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2003-10-04","","obsr168048","S111720313","Historical","P62","EBIRD_BRA",NA,NA,NA,5,1,"G8481020",0,1,0,"","","",136,42,0
"3466","URN:CornellLabOfOrnithology:EBIRD:OBS1442867405","2022-05-26 15:46:13.35467",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Engenho Cachoeira Linda","L19281749","H",-8.8138374,-35.3163546,"2003-10-19","","obsr605308","S111316758","Historical","P62","EBIRD_BRA",NA,NA,NA,5,1,"",0,1,0,"","","",137,19,0
"3467","URN:CornellLabOfOrnithology:EBIRD:OBS1446822832","2022-05-30 12:55:27.874708",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2003-10-04","","obsr605308","S111697771","Historical","P62","EBIRD_BRA",NA,NA,NA,5,1,"G8481020",0,1,0,"","","",138,42,0
"3494","URN:CornellLabOfOrnithology:EBIRD:OBS578085860","2020-09-23 11:05:40",33119,"species","avibase-E15EEACD","Golden-crowned Warbler","Basileuterus culicivorus","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Estação Ecológica Caetés","L3622696","H",-7.9291424,-34.928863,"2003-10-18","","obsr962124","S42834888","Incidental","P20","EBIRD",NA,NA,NA,NA,0,"",0,1,0,"","","",139,2,0
"3520","URN:CornellLabOfOrnithology:EBIRD:OBS578083993","2019-01-28 14:20:53",8712,"species","avibase-192FC14D","Mottled Owl","Ciccaba virgata","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"PN do Catimbau","L3182806","H",-8.5867175,-37.1917287,"2003-10-17","","obsr962124","S42834733","Incidental","P20","EBIRD",NA,NA,NA,NA,0,"",0,1,0,"","","",140,1,0
"3595","URN:CornellLabOfOrnithology:EBIRD:OBS578085885","2020-09-23 11:05:40",15396,"species","avibase-CE997BBD","White-winged Becard","Pachyramphus polychopterus","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Estação Ecológica Caetés","L3622696","H",-7.9291424,-34.928863,"2003-10-18","","obsr962124","S42834897","Incidental","P20","EBIRD",NA,NA,NA,NA,0,"",0,1,0,"","","",141,1,0
"3608","URN:CornellLabOfOrnithology:EBIRD:OBS1442938249","2022-06-09 16:06:35.948769",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2003-11-09","","obsr605308","S111321855","Historical","P62","EBIRD",NA,NA,NA,2,1,"",0,1,0,"","","",142,34,0
"3609","URN:CornellLabOfOrnithology:EBIRD:OBS1442974238","2022-05-26 18:13:12.336815",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Engenho Cachoeira Linda","L19281749","H",-8.8138374,-35.3163546,"2003-11-23","","obsr605308","S111324988","Historical","P62","EBIRD",NA,NA,NA,3,1,"G8459266",0,1,0,"","","",143,56,0
"3610","URN:CornellLabOfOrnithology:EBIRD:OBS1442890992","2022-05-26 09:01:10.339854",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2003-11-04","","obsr605308","S111317871","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",144,32,0
"3611","URN:CornellLabOfOrnithology:EBIRD:OBS1442948282","2022-05-26 10:02:46.232701",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2003-11-12","","obsr605308","S111322526","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",145,32,0
"3612","URN:CornellLabOfOrnithology:EBIRD:OBS1443347854","2022-05-26 18:13:12.336815",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Engenho Cachoeira Linda","L19281749","H",-8.8138374,-35.3163546,"2003-11-23","","obsr168048","S111360381","Historical","P62","EBIRD",NA,NA,NA,3,1,"G8459266",0,1,0,"","","",146,56,0
"3613","URN:CornellLabOfOrnithology:EBIRD:OBS1447202865","2022-05-30 15:33:38.203854",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra de Sirinhaém -- Sítio Mãe da Lua","L18042793","P",-8.6695486,-35.0827491,"2003-11-08","","obsr605308","S111736749","Historical","P62","EBIRD_BRA",NA,NA,NA,1,1,"",0,1,0,"","","",147,40,0
"3858","URN:CornellLabOfOrnithology:EBIRD:OBS1447694361","2022-05-31 06:34:16.611275",11494,"species","avibase-20C2214E","American Kestrel","Falco sparverius","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra do Sirinhaém--Mariaçu","L17994939","H",-8.6720348,-35.0919771,"2003-12-08","","obsr605308","S111783132","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",148,40,0
"3859","URN:CornellLabOfOrnithology:EBIRD:OBS1447696350","2022-06-01 05:16:24.349259",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Reserva Florestal do Curado","L19383906","P",-8.0777784,-34.9647867,"2003-12-14","","obsr605308","S111783544","Historical","P62","EBIRD",NA,NA,NA,5,1,"G8490602",0,1,0,"","","",149,45,0
"3860","URN:CornellLabOfOrnithology:EBIRD:OBS1442975693","2022-05-26 10:50:15.08539",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2003-12-28","","obsr605308","S111326123","Historical","P62","EBIRD",NA,NA,NA,2,1,"",0,1,0,"","","",150,35,0
"3862","URN:CornellLabOfOrnithology:EBIRD:OBS1448469362","2022-06-01 05:16:24.349259",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Reserva Florestal do Curado","L19383906","P",-8.0777784,-34.9647867,"2003-12-14","","obsr168048","S111858469","Historical","P62","EBIRD",NA,NA,NA,5,1,"G8490602",0,1,0,"","","",151,45,0
